Topic;Word;Score;;
Gesundheitswesen: Covid19;landzustell;2.600.250;;
Gesundheitswesen: Covid19;naherinn;2.572.240;;
Gesundheitswesen: Covid19;hygieneregeln;2.500.250;;
Gesundheitswesen: Covid19;bevolkerungsschutzgesetz;2.500.250;;
Gesundheitswesen: Covid19;umweltforschungsprogramm;2.500.250;;
Gesundheitswesen: Covid19;hotspot;2.483.396;;
Gesundheitswesen: Covid19;baureih;2.396.818;;
Gesundheitswesen: Covid19;ungnad;2.361.771;;
Gesundheitswesen: Covid19;sudthuring;2.300.250;;
Landwirtschaft: Nahrungsmittel;lebensmittel;376.400.250;;
Landwirtschaft: Nahrungsmittel;lebensmitteln;203.235.491;;
Landwirtschaft: Nahrungsmittel;kennzeichn;199.800.250;;
Landwirtschaft: Nahrungsmittel;nahrungsmittel;78.242.685;;
Landwirtschaft: Nahrungsmittel;untersuchungsergebnis;49.982.247;;
Landwirtschaft: Nahrungsmittel;kennzeichnungspflicht;46.700.250;;
Landwirtschaft: Nahrungsmittel;lebensmittelrecht;38.800.250;;
Landwirtschaft: Nahrungsmittel;labor;38.005.008;;
Landwirtschaft: Nahrungsmittel;futtermittel;35.860.352;;
Landwirtschaft: Nahrungsmittel;futtermitteln;32.343.594;;
Landwirtschaft: Nahrungsmittel;fett;31.234.545;;
Landwirtschaft: Nahrungsmittel;lebensmittelgesetz;30.300.250;;
Landwirtschaft: Nahrungsmittel;liquidation;27.899.092;;
Landwirtschaft: Nahrungsmittel;volksgesund;26.032.183;;
Landwirtschaft: Nahrungsmittel;zuck;24.384.300;;
Landwirtschaft: Nahrungsmittel;inhaltsstoff;22.046.892;;
Landwirtschaft: Nahrungsmittel;reichsbank;21.900.250;;
Landwirtschaft: Nahrungsmittel;lebensmitteluberwach;20.566.648;;
Landwirtschaft: Nahrungsmittel;erzeugnis;20.554.676;;
Landwirtschaft: Nahrungsmittel;verpack;19.997.573;;
Landwirtschaft: Nahrungsmittel;zusatzstoff;16.766.206;;
Landwirtschaft: Nahrungsmittel;patentschutz;16.092.628;;
Landwirtschaft: Nahrungsmittel;anbauverbot;15.400.250;;
Landwirtschaft: Nahrungsmittel;efsa;14.300.250;;
Landwirtschaft: Nahrungsmittel;gesundheitsbehord;13.448.324;;
Landwirtschaft: Nahrungsmittel;fondslos;13.356.957;;
Landwirtschaft: Nahrungsmittel;ernahrungsministerium;12.880.077;;
Landwirtschaft: Nahrungsmittel;lebensmittelwirtschaft;12.875.498;;
Landwirtschaft: Nahrungsmittel;bestrahl;12.346.540;;
Landwirtschaft: Nahrungsmittel;salz;12.087.605;;
Landwirtschaft: Nahrungsmittel;aufpass;10.495.442;;
Landwirtschaft: Nahrungsmittel;futter;10.452.205;;
Landwirtschaft: Nahrungsmittel;bedarfsgegenstandegesetz;10.200.250;;
Landwirtschaft: Nahrungsmittel;ampelkennzeichn;10.157.581;;
Landwirtschaft: Nahrungsmittel;vitamin;9.837.417;;
Landwirtschaft: Nahrungsmittel;inverkehrbring;9.658.486;;
Landwirtschaft: Nahrungsmittel;verzehr;9.407.917;;
Landwirtschaft: Nahrungsmittel;oberburgermeisterin;9.139.470;;
Landwirtschaft: Nahrungsmittel;wasserkopf;9.091.627;;
Landwirtschaft: Nahrungsmittel;altbundesland;8.977.743;;
Landwirtschaft: Nahrungsmittel;dioxinskandal;8.900.250;;
Landwirtschaft: Nahrungsmittel;testverfahr;8.895.486;;
Landwirtschaft: Nahrungsmittel;gefahrdungspotenzial;8.790.772;;
Landwirtschaft: Nahrungsmittel;krankheitserreg;8.635.079;;
Landwirtschaft: Nahrungsmittel;milch;7.846.596;;
Landwirtschaft: Nahrungsmittel;salmonell;7.700.250;;
Landwirtschaft: Nahrungsmittel;ruckverfolgbar;7.698.567;;
Landwirtschaft: Nahrungsmittel;verunrein;7.404.950;;
Landwirtschaft: Nahrungsmittel;maislini;7.400.250;;
Landwirtschaft: Nahrungsmittel;ole;7.307.206;;
Landwirtschaft: Nahrungsmittel;futtermittelgesetz;7.060.375;;
Landwirtschaft: Nahrungsmittel;gesundheitsschutz;7.037.777;;
Landwirtschaft: Nahrungsmittel;unbedenk;7.016.155;;
Landwirtschaft: Nahrungsmittel;ampel;6.890.088;;
Landwirtschaft: Nahrungsmittel;neujahr;6.730.894;;
Landwirtschaft: Nahrungsmittel;lebensmittelkontroll;6.514.796;;
Landwirtschaft: Nahrungsmittel;diabet;6.389.798;;
Landwirtschaft: Nahrungsmittel;packung;6.382.959;;
Landwirtschaft: Nahrungsmittel;originalzitat;6.211.145;;
Landwirtschaft: Nahrungsmittel;stimmenkauf;6.169.956;;
Landwirtschaft: Nahrungsmittel;einkauf;6.148.097;;
Landwirtschaft: Nahrungsmittel;infektionsschutz;5.900.250;;
Landwirtschaft: Nahrungsmittel;bombodrom;5.800.250;;
Landwirtschaft: Nahrungsmittel;lebensmittelkennzeichn;5.798.015;;
Landwirtschaft: Nahrungsmittel;plenarberat;5.390.675;;
Landwirtschaft: Nahrungsmittel;biobau;5.124.243;;
Landwirtschaft: Nahrungsmittel;dezentralisation;5.095.830;;
Landwirtschaft: Nahrungsmittel;fettsaur;5.000.250;;
Landwirtschaft: Nahrungsmittel;lebensmittelbereich;4.953.985;;
Landwirtschaft: Nahrungsmittel;kenntlichmach;4.598.032;;
Landwirtschaft: Nahrungsmittel;leitungsbereich;4.578.826;;
Landwirtschaft: Nahrungsmittel;palav;4.565.504;;
Landwirtschaft: Nahrungsmittel;eruption;4.474.418;;
Landwirtschaft: Nahrungsmittel;ernahrungsberat;4.315.889;;
Landwirtschaft: Nahrungsmittel;kaufentscheid;4.232.155;;
Landwirtschaft: Nahrungsmittel;zahlstell;4.230.277;;
Landwirtschaft: Nahrungsmittel;kennzeichnungsregel;4.200.250;;
Landwirtschaft: Nahrungsmittel;gesundheitsgefahrd;3.960.928;;
Landwirtschaft: Nahrungsmittel;golddiskontbank;3.900.250;;
Landwirtschaft: Nahrungsmittel;gewurz;3.788.119;;
Landwirtschaft: Nahrungsmittel;kaffeetrink;3.700.250;;
Landwirtschaft: Nahrungsmittel;olen;3.700.250;;
Landwirtschaft: Nahrungsmittel;out;3.693.026;;
Landwirtschaft: Nahrungsmittel;futt;3.684.167;;
Landwirtschaft: Nahrungsmittel;vermogensauseinandersetz;3.626.766;;
Landwirtschaft: Nahrungsmittel;zugangsrecht;3.625.008;;
Landwirtschaft: Nahrungsmittel;reichsbankanteil;3.500.250;;
Landwirtschaft: Nahrungsmittel;genannt;3.480.193;;
Landwirtschaft: Nahrungsmittel;spezifikation;3.200.250;;
Landwirtschaft: Nahrungsmittel;befall;3.198.203;;
Landwirtschaft: Nahrungsmittel;pharmakonzern;3.185.972;;
Landwirtschaft: Nahrungsmittel;anlagensich;3.185.628;;
Landwirtschaft: Nahrungsmittel;anbauzulass;3.100.250;;
Landwirtschaft: Nahrungsmittel;nahrstoff;3.096.038;;
Landwirtschaft: Nahrungsmittel;umsatzrendit;3.064.491;;
Landwirtschaft: Nahrungsmittel;obligation;3.058.114;;
Landwirtschaft: Nahrungsmittel;lampch;3.055.281;;
Landwirtschaft: Nahrungsmittel;zubereit;3.038.766;;
Landwirtschaft: Nahrungsmittel;sojabohn;3.005.274;;
Landwirtschaft: Nahrungsmittel;gesamtmittel;3.000.250;;
Landwirtschaft: Tierschutz;tier;663.400.250;;
Landwirtschaft: Tierschutz;tierschutz;303.500.250;;
Landwirtschaft: Tierschutz;tierversuch;129.100.250;;
Landwirtschaft: Tierschutz;tierhalt;128.675.846;;
Landwirtschaft: Tierschutz;tierschutzgesetz;90.000.250;;
Landwirtschaft: Tierschutz;antibiotika;75.100.250;;
Landwirtschaft: Tierschutz;stall;54.281.494;;
Landwirtschaft: Tierschutz;parlamentsreform;48.637.489;;
Landwirtschaft: Tierschutz;massentierhalt;35.836.368;;
Landwirtschaft: Tierschutz;nutztierhalt;29.900.250;;
Landwirtschaft: Tierschutz;nutzti;25.800.250;;
Landwirtschaft: Tierschutz;tiertransport;25.400.250;;
Landwirtschaft: Tierschutz;tierwohl;24.584.203;;
Landwirtschaft: Tierschutz;wohlbefind;22.244.181;;
Landwirtschaft: Tierschutz;unterhaus;21.286.205;;
Landwirtschaft: Tierschutz;sau;19.492.347;;
Landwirtschaft: Tierschutz;tierseuch;18.800.250;;
Landwirtschaft: Tierschutz;tierschutzbericht;18.000.250;;
Landwirtschaft: Tierschutz;kaninch;17.703.188;;
Landwirtschaft: Tierschutz;versuchsti;15.300.250;;
Landwirtschaft: Tierschutz;bmel;14.007.122;;
Landwirtschaft: Tierschutz;mitgeschopf;13.900.250;;
Landwirtschaft: Tierschutz;haltungsbeding;13.200.250;;
Landwirtschaft: Tierschutz;tierart;12.783.638;;
Landwirtschaft: Tierschutz;wildti;12.700.250;;
Landwirtschaft: Tierschutz;tiergesund;12.400.250;;
Landwirtschaft: Tierschutz;antibiotikaeinsatz;12.000.250;;
Landwirtschaft: Tierschutz;schwein;11.804.336;;
Landwirtschaft: Tierschutz;schlachthof;11.022.384;;
Landwirtschaft: Tierschutz;tierqualerei;10.900.250;;
Landwirtschaft: Tierschutz;haltungssystem;10.000.250;;
Landwirtschaft: Tierschutz;staatsziel;9.977.701;;
Landwirtschaft: Tierschutz;tierbestand;9.610.771;;
Landwirtschaft: Tierschutz;betaub;9.276.222;;
Landwirtschaft: Tierschutz;zieg;8.795.587;;
Landwirtschaft: Tierschutz;ferkel;8.600.250;;
Landwirtschaft: Tierschutz;weltagrarbericht;8.543.753;;
Landwirtschaft: Tierschutz;vorricht;8.245.780;;
Landwirtschaft: Tierschutz;kastration;8.040.252;;
Landwirtschaft: Tierschutz;lebewes;7.911.915;;
Landwirtschaft: Tierschutz;zucht;7.782.109;;
Landwirtschaft: Tierschutz;freilandhalt;7.664.963;;
Landwirtschaft: Tierschutz;tierschutzrecht;7.500.250;;
Landwirtschaft: Tierschutz;schlachtti;7.354.368;;
Landwirtschaft: Tierschutz;schlachtung;7.233.724;;
Landwirtschaft: Tierschutz;erlaubnisvorbehalt;6.973.635;;
Landwirtschaft: Tierschutz;fleischproduktion;6.888.431;;
Landwirtschaft: Tierschutz;geschopf;6.743.658;;
Landwirtschaft: Tierschutz;tierschutzstandard;6.736.606;;
Landwirtschaft: Tierschutz;tierwohllabel;6.500.250;;
Landwirtschaft: Tierschutz;datenbank;5.874.972;;
Landwirtschaft: Tierschutz;ferkelkastration;5.800.250;;
Landwirtschaft: Tierschutz;totung;5.523.468;;
Landwirtschaft: Tierschutz;erganzungsmethod;5.400.250;;
Landwirtschaft: Tierschutz;lebensmittelkett;5.373.197;;
Landwirtschaft: Tierschutz;tierschutzpolit;5.300.250;;
Landwirtschaft: Tierschutz;tierseuchenbekampf;5.298.239;;
Landwirtschaft: Tierschutz;anlagenteil;4.955.462;;
Landwirtschaft: Tierschutz;huhn;4.731.195;;
Landwirtschaft: Tierschutz;geflugel;4.730.305;;
Landwirtschaft: Tierschutz;qualzucht;4.400.250;;
Landwirtschaft: Tierschutz;schenkelbrand;4.400.250;;
Landwirtschaft: Tierschutz;pflanz;4.268.124;;
Landwirtschaft: Tierschutz;weid;3.815.019;;
Landwirtschaft: Tierschutz;zebet;3.700.250;;
Landwirtschaft: Tierschutz;nutztierhaltungsverordn;3.700.250;;
Landwirtschaft: Tierschutz;arzneimittelgesetz;3.557.361;;
Landwirtschaft: Tierschutz;verhaltensforsch;3.538.523;;
Landwirtschaft: Tierschutz;bauernhof;3.532.664;;
Landwirtschaft: Tierschutz;zielort;3.481.083;;
Landwirtschaft: Tierschutz;agrarministerin;3.445.189;;
Landwirtschaft: Tierschutz;lebensmittelproduktion;3.400.797;;
Landwirtschaft: Tierschutz;agrarausschuss;3.327.789;;
Landwirtschaft: Tierschutz;fleischmarkt;3.276.396;;
Landwirtschaft: Tierschutz;pilotkonditionierungsanlag;3.207.097;;
Landwirtschaft: Tierschutz;mortalitatsrat;3.200.250;;
Landwirtschaft: Tierschutz;ferkeln;3.178.015;;
Landwirtschaft: Tierschutz;bundesgesellschaft;3.146.309;;
Landwirtschaft: Tierschutz;qual;3.012.710;;
Landwirtschaft: Tierschutz;schnabel;2.971.038;;
Landwirtschaft: Tierschutz;rut;2.940.335;;
Landwirtschaft: Tierschutz;tierschutzgedank;2.900.250;;
Landwirtschaft: Tierschutz;viruskrank;2.900.250;;
Landwirtschaft: Tierschutz;zwischenlagerkapazitat;2.900.250;;
Landwirtschaft: Tierschutz;futt;2.868.405;;
Landwirtschaft: Tierschutz;impfung;2.812.813;;
Landwirtschaft: Tierschutz;pflanzenwelt;2.785.795;;
Landwirtschaft: Tierschutz;zulassungsverfahr;2.726.683;;
Landwirtschaft: Tierschutz;antibiotikamissbrauch;2.700.250;;
Landwirtschaft: Tierschutz;fragezeit;2.700.250;;
Landwirtschaft: Tierschutz;dokumentationsstell;2.700.250;;
Landwirtschaft: Tierschutz;verfassungsgut;2.700.012;;
Landwirtschaft: Tierschutz;ernahrungsfrag;2.663.208;;
Landwirtschaft: Tierschutz;pelzti;2.600.250;;
Landwirtschaft: Tierschutz;tierfabr;2.598.131;;
Landwirtschaft: Tierschutz;anhorungstermin;2.524.031;;
Landwirtschaft: Tierschutz;menschenkett;2.500.250;;
Landwirtschaft: Tierschutz;vogelgripp;2.496.912;;
Landwirtschaft: Tierschutz;anzeigepflicht;2.402.628;;
Landwirtschaft: Tierschutz;heimti;2.400.250;;
Arbeit: Arbeitnehmer:innenrechte;mitbestimm;70.680.125;;
Arbeit: Arbeitnehmer:innenrechte;betriebsrat;54.580.125;;
Arbeit: Arbeitnehmer:innenrechte;tarifvertrag;41.245.039;;
Arbeit: Arbeitnehmer:innenrechte;tarifpartn;29.416.792;;
Arbeit: Arbeitnehmer:innenrechte;ig;29.106.658;;
Arbeit: Arbeitnehmer:innenrechte;kundigungsschutz;26.710.125;;
Arbeit: Arbeitnehmer:innenrechte;metall;23.874.983;;
Arbeit: Arbeitnehmer:innenrechte;betriebsverfassungsgesetz;20.590.125;;
Arbeit: Arbeitnehmer:innenrechte;tarifautonomi;19.692.366;;
Arbeit: Arbeitnehmer:innenrechte;gewerkschaftsbund;18.706.389;;
Arbeit: Arbeitnehmer:innenrechte;belegschaft;18.439.293;;
Arbeit: Arbeitnehmer:innenrechte;lohnfortzahl;18.150.125;;
Arbeit: Arbeitnehmer:innenrechte;streik;17.020.125;;
Arbeit: Arbeitnehmer:innenrechte;mitbestimmungsrecht;15.970.125;;
Arbeit: Arbeitnehmer:innenrechte;sozialpartn;14.613.309;;
Arbeit: Arbeitnehmer:innenrechte;tarifvertragspartei;14.307.759;;
Arbeit: Arbeitnehmer:innenrechte;arbeitgeberverband;13.285.524;;
Arbeit: Arbeitnehmer:innenrechte;krankheitsfall;12.860.125;;
Arbeit: Arbeitnehmer:innenrechte;montan;10.370.204;;
Arbeit: Arbeitnehmer:innenrechte;arbeitnehmerschaft;10.324.832;;
Arbeit: Arbeitnehmer:innenrechte;tarifpartei;10.276.050;;
Arbeit: Arbeitnehmer:innenrechte;tarifverhandl;10.187.836;;
Arbeit: Arbeitnehmer:innenrechte;arbeitskampf;9.000.125;;
Arbeit: Arbeitnehmer:innenrechte;konkur;8.631.553;;
Arbeit: Arbeitnehmer:innenrechte;sozialplan;7.989.508;;
Arbeit: Arbeitnehmer:innenrechte;sozialausschuss;7.084.179;;
Arbeit: Arbeitnehmer:innenrechte;kundigungsfrist;7.030.125;;
Arbeit: Arbeitnehmer:innenrechte;kapitalismus;7.015.295;;
Arbeit: Arbeitnehmer:innenrechte;tarifpolit;6.565.054;;
Arbeit: Arbeitnehmer:innenrechte;arbeiterschaft;6.502.121;;
Arbeit: Arbeitnehmer:innenrechte;arbeitnehmerrecht;6.450.125;;
Arbeit: Arbeitnehmer:innenrechte;verfassungsvertrag;6.430.125;;
Arbeit: Arbeitnehmer:innenrechte;tarifabschluss;6.349.202;;
Arbeit: Arbeitnehmer:innenrechte;airbus;6.270.125;;
Arbeit: Arbeitnehmer:innenrechte;arbeitnehmervertret;6.040.730;;
Arbeit: Arbeitnehmer:innenrechte;streikrecht;5.967.785;;
Arbeit: Arbeitnehmer:innenrechte;nanotechnologi;5.190.125;;
Arbeit: Arbeitnehmer:innenrechte;aussperr;5.050.125;;
Arbeit: Arbeitnehmer:innenrechte;neueinstell;4.661.614;;
Arbeit: Arbeitnehmer:innenrechte;humanisier;4.646.633;;
Arbeit: Arbeitnehmer:innenrechte;betriebsverfass;4.530.125;;
Arbeit: Arbeitnehmer:innenrechte;unternehmensleit;4.163.507;;
Arbeit: Arbeitnehmer:innenrechte;jugendvertret;4.090.125;;
Arbeit: Arbeitnehmer:innenrechte;mitbestimmungsgesetz;3.790.125;;
Arbeit: Arbeitnehmer:innenrechte;kundigungsschutzgesetz;3.590.125;;
Arbeit: Arbeitnehmer:innenrechte;jahresabschluss;3.520.742;;
Arbeit: Arbeitnehmer:innenrechte;betriebsvereinbar;3.290.273;;
Arbeit: Arbeitnehmer:innenrechte;bundesanzeig;3.156.952;;
Arbeit: Arbeitnehmer:innenrechte;zwischenlos;3.123.000;;
Arbeit: Arbeitnehmer:innenrechte;lohnausgleich;3.120.125;;
Arbeit: Arbeitnehmer:innenrechte;arbeitgeberseit;3.110.973;;
Arbeit: Arbeitnehmer:innenrechte;gewerkschaftl;3.023.466;;
Arbeit: Arbeitnehmer:innenrechte;arbeitnehmerseit;3.011.845;;
Arbeit: Arbeitnehmer:innenrechte;koalitionsfrei;2.951.993;;
Arbeit: Arbeitnehmer:innenrechte;karenztag;2.860.125;;
Arbeit: Arbeitnehmer:innenrechte;betreuungsrecht;2.857.115;;
Arbeit: Arbeitnehmer:innenrechte;gewerkschaftsvertret;2.850.125;;
Arbeit: Arbeitnehmer:innenrechte;metallindustri;2.764.089;;
Arbeit: Arbeitnehmer:innenrechte;bundeshaus;2.735.174;;
Arbeit: Arbeitnehmer:innenrechte;tarifrund;2.704.345;;
Arbeit: Arbeitnehmer:innenrechte;bundesversamml;2.619.301;;
Arbeit: Arbeitnehmer:innenrechte;arbeitnehmerin;2.590.073;;
Arbeit: Arbeitnehmer:innenrechte;krankenstand;2.520.125;;
Arbeit: Arbeitnehmer:innenrechte;paritat;2.478.825;;
Arbeit: Arbeitnehmer:innenrechte;konsulat;2.444.584;;
Arbeit: Arbeitnehmer:innenrechte;exempel;2.423.276;;
Arbeit: Arbeitnehmer:innenrechte;falschmeld;2.357.505;;
Arbeit: Arbeitnehmer:innenrechte;einheitsgewerkschaft;2.340.125;;
Arbeit: Arbeitnehmer:innenrechte;csfr;2.290.834;;
Arbeit: Arbeitnehmer:innenrechte;arbeitsdirektor;2.270.125;;
Arbeit: Arbeitnehmer:innenrechte;klassenkampf;2.264.818;;
Arbeit: Arbeitnehmer:innenrechte;lohnpolit;2.231.313;;
Arbeit: Arbeitnehmer:innenrechte;einigungsstell;2.200.125;;
Arbeit: Arbeitnehmer:innenrechte;kolonn;2.199.162;;
Arbeit: Arbeitnehmer:innenrechte;aufsichtsrat;2.195.377;;
Arbeit: Arbeitnehmer:innenrechte;bundesarbeitsgericht;2.191.811;;
Arbeit: Arbeitnehmer:innenrechte;interessengegensatz;2.130.637;;
Arbeit: Arbeitnehmer:innenrechte;tarifrecht;2.124.405;;
Arbeit: Arbeitnehmer:innenrechte;arbeitsablauf;2.101.394;;
Arbeit: Arbeitnehmer:innenrechte;arbeitszeitverkurz;2.100.786;;
Arbeit: Arbeitnehmer:innenrechte;kompetenzabgrenz;2.100.125;;
Arbeit: Arbeitnehmer:innenrechte;tarifauseinandersetz;2.070.125;;
Arbeit: Arbeitnehmer:innenrechte;tarifvertragsgesetz;2.061.920;;
Arbeit: Arbeitnehmer:innenrechte;probezeit;2.054.239;;
Arbeit: Arbeitnehmer:innenrechte;auszubildendenvertret;2.050.125;;
Arbeit: Arbeitnehmer:innenrechte;begleitforsch;2.020.639;;
Arbeit: Arbeitnehmer:innenrechte;sozialpartnerschaft;2.000.394;;
Arbeit: Arbeitnehmer:innenrechte;sprecherausschuss;2.000.125;;
Arbeit: Arbeitnehmer:innenrechte;personalplan;1.974.161;;
Arbeit: Arbeitnehmer:innenrechte;fremdbestimm;1.947.298;;
Arbeit: Arbeitnehmer:innenrechte;lohnkost;1.935.248;;
Arbeit: Arbeitnehmer:innenrechte;arbeitnehmerinteress;1.914.698;;
Arbeit: Arbeitnehmer:innenrechte;lohnerhoh;1.885.910;;
Arbeit: Arbeitnehmer:innenrechte;lohnforder;1.858.557;;
Arbeit: Arbeitnehmer:innenrechte;unternehmensverfass;1.850.125;;
Arbeit: Arbeitnehmer:innenrechte;rahmenkompetenz;1.842.933;;
Arbeit: Arbeitnehmer:innenrechte;waffengleich;1.810.698;;
Arbeit: Arbeitnehmer:innenrechte;unternehmerverband;1.790.046;;
Arbeit: Arbeitnehmer:innenrechte;gewerkschaftsfuhr;1.753.226;;
Arbeit: Arbeitnehmer:innenrechte;zukunftsvorsorg;1.674.015;;
Arbeit: Mindestlohn;mindestlohn;929.200.250;;
Arbeit: Mindestlohn;arbeitnehmerinn;610.080.318;;
Arbeit: Mindestlohn;beschaftigungsverhaltnis;278.500.250;;
Arbeit: Mindestlohn;arbeitsbeschaffungsmassnahm;128.590.127;;
Arbeit: Mindestlohn;entsendegesetz;102.811.107;;
Arbeit: Mindestlohn;minijob;85.333.411;;
Arbeit: Mindestlohn;niedriglohnsektor;85.000.250;;
Arbeit: Mindestlohn;tarifvertrag;76.078.000;;
Arbeit: Mindestlohn;tarifbind;62.999.703;;
Arbeit: Mindestlohn;tarifautonomi;57.077.836;;
Arbeit: Mindestlohn;tariflohn;49.485.155;;
Arbeit: Mindestlohn;stundenlohn;49.087.920;;
Arbeit: Mindestlohn;lohndumping;47.668.378;;
Arbeit: Mindestlohn;niedriglohn;43.400.250;;
Arbeit: Mindestlohn;niedriglohnbereich;41.600.250;;
Arbeit: Mindestlohn;lohnuntergrenz;31.170.667;;
Arbeit: Mindestlohn;arbeitsmarktreform;28.713.335;;
Arbeit: Mindestlohn;dumpinglohn;26.735.784;;
Arbeit: Mindestlohn;lohnniveau;25.678.788;;
Arbeit: Mindestlohn;lohnfind;25.100.250;;
Arbeit: Mindestlohn;hungerlohn;22.062.982;;
Arbeit: Mindestlohn;arbeitsministerin;21.441.084;;
Arbeit: Mindestlohn;kombilohn;21.366.231;;
Arbeit: Mindestlohn;mindestlohnkommission;20.700.250;;
Arbeit: Mindestlohn;allgemeinverbind;20.400.250;;
Arbeit: Mindestlohn;allgemeinverbindlichkeitserklar;19.799.713;;
Arbeit: Mindestlohn;vollzeit;19.145.733;;
Arbeit: Mindestlohn;geringqualifiziert;19.050.472;;
Arbeit: Mindestlohn;untergrenz;18.835.678;;
Arbeit: Mindestlohn;vollzeitarbeitsplatz;18.076.483;;
Arbeit: Mindestlohn;grundeinkomm;17.013.631;;
Arbeit: Mindestlohn;minijobb;16.900.250;;
Arbeit: Mindestlohn;vollzeitbeschaft;16.400.250;;
Arbeit: Mindestlohn;sozialpartnerschaft;16.397.561;;
Arbeit: Mindestlohn;bundesarbeitsministerin;15.893.876;;
Arbeit: Mindestlohn;beschaftigungseffekt;15.718.040;;
Arbeit: Mindestlohn;arbeitsvolum;15.290.110;;
Arbeit: Mindestlohn;lohnhoh;15.272.212;;
Arbeit: Mindestlohn;tarifausschuss;15.100.250;;
Arbeit: Mindestlohn;vollzeitbeschaftigt;14.900.250;;
Arbeit: Mindestlohn;jugendarbeitslos;13.751.825;;
Arbeit: Mindestlohn;vollzeitarbeit;13.700.250;;
Arbeit: Mindestlohn;arbeitsgeleg;13.102.492;;
Arbeit: Mindestlohn;arbeitnehmerfreizug;12.686.552;;
Arbeit: Mindestlohn;mindestarbeitsbedingungengesetz;12.300.250;;
Arbeit: Mindestlohn;gebauderein;12.267.336;;
Arbeit: Mindestlohn;uberbruckungsgeld;12.047.721;;
Arbeit: Mindestlohn;bruckenteilzeit;11.600.250;;
Arbeit: Mindestlohn;tarifpartei;11.440.997;;
Arbeit: Mindestlohn;vollzeitstell;11.139.061;;
Arbeit: Mindestlohn;erwerbstatigenquot;11.098.917;;
Arbeit: Mindestlohn;altersarmut;10.896.402;;
Arbeit: Mindestlohn;mindestlohnregel;10.700.250;;
Arbeit: Mindestlohn;uberbietungswettbewerb;10.443.775;;
Arbeit: Mindestlohn;befristungsgesetz;10.367.240;;
Arbeit: Mindestlohn;normalarbeitsverhaltnis;10.240.760;;
Arbeit: Mindestlohn;tarifflucht;10.223.046;;
Arbeit: Mindestlohn;armutslohn;10.200.250;;
Arbeit: Mindestlohn;arbeitgeberverband;10.073.612;;
Arbeit: Mindestlohn;branchenmindestlohn;9.900.250;;
Arbeit: Mindestlohn;mindestlohngesetz;9.899.979;;
Arbeit: Mindestlohn;fachkraftemangel;9.765.703;;
Arbeit: Mindestlohn;sozialversicherungssystem;9.751.880;;
Arbeit: Mindestlohn;durchschnittslohn;9.639.483;;
Arbeit: Mindestlohn;billiglohn;9.500.250;;
Arbeit: Mindestlohn;jobrotation;9.495.850;;
Arbeit: Mindestlohn;beschaftigungsform;9.475.961;;
Arbeit: Mindestlohn;arbeitsangebot;9.300.250;;
Arbeit: Mindestlohn;jobwund;9.180.862;;
Arbeit: Mindestlohn;mindesteinkomm;9.168.149;;
Arbeit: Mindestlohn;allgemeinverbindlicherklar;9.000.250;;
Arbeit: Mindestlohn;geringverdi;8.713.988;;
Arbeit: Mindestlohn;tarifvertragspartei;8.423.913;;
Arbeit: Mindestlohn;reinigungskraft;8.410.484;;
Arbeit: Mindestlohn;arbeitgeberseit;8.281.672;;
Arbeit: Mindestlohn;scheinselbststand;7.549.870;;
Arbeit: Mindestlohn;lohndruckerei;7.342.950;;
Arbeit: Mindestlohn;beschaftigt;7.302.719;;
Arbeit: Mindestlohn;arbeitgebervertret;7.002.776;;
Arbeit: Mindestlohn;flachentarifvertrag;6.892.741;;
Arbeit: Mindestlohn;lohnentwickl;6.876.251;;
Arbeit: Mindestlohn;vollzeitjob;6.700.250;;
Arbeit: Mindestlohn;lohngrupp;6.691.290;;
Arbeit: Mindestlohn;armutsrisiko;6.663.980;;
Arbeit: Mindestlohn;lohnkost;6.621.214;;
Arbeit: Mindestlohn;mindestarbeitsbeding;6.544.886;;
Arbeit: Mindestlohn;kombilohnmodell;6.500.250;;
Arbeit: Mindestlohn;arbeitsgesellschaft;6.410.094;;
Arbeit: Mindestlohn;progressivmodell;6.388.170;;
Arbeit: Mindestlohn;saisonarbeit;6.181.781;;
Arbeit: Mindestlohn;teilzeitfall;6.111.561;;
Arbeit: Mindestlohn;friseur;6.050.280;;
Arbeit: Mindestlohn;reallohn;5.953.970;;
Arbeit: Mindestlohn;berufsforsch;5.890.890;;
Arbeit: Mindestlohn;beschaftigungschanc;5.727.530;;
Arbeit: Mindestlohn;briefdienstleist;5.703.566;;
Arbeit: Mindestlohn;gebaudereinigerhandwerk;5.600.250;;
Arbeit: Mindestlohn;arbeitslosengeldbezug;5.600.250;;
Arbeit: Mindestlohn;weiterbildungsbranch;5.500.250;;
Arbeit: Mindestlohn;instrumentenreform;5.500.250;;
Arbeit: Leih- & Zeitarbeit;leiharbeit;230.700.250;;
Arbeit: Leih- & Zeitarbeit;zeitarbeit;154.200.250;;
Arbeit: Leih- & Zeitarbeit;arbeitsvertrag;151.900.250;;
Arbeit: Leih- & Zeitarbeit;munition;90.983.862;;
Arbeit: Leih- & Zeitarbeit;verleih;63.966.266;;
Arbeit: Leih- & Zeitarbeit;informationspolit;61.500.250;;
Arbeit: Leih- & Zeitarbeit;arbeitnehmeruberlass;36.900.250;;
Arbeit: Leih- & Zeitarbeit;korrespondenz;33.300.250;;
Arbeit: Leih- & Zeitarbeit;arbeitnehmeruberlassungsgesetz;30.297.807;;
